trip_id,arrival_time,departure_time,stop_id,stop_sequence
R030_T02,07:29:59,07:29:59,S0009,8
R030_T02,07:35:22,07:35:22,S0010,9
R030_T02,07:40:56,07:40:56,S0011,10
R030_T02,07:46:34,07:46:34,S0012,11
R030_T02,07:49:46,07:49:46,S0013,12
R030_T02,07:54:14,07:54:14,S0014,13
R030_T02,07:57:18,07:57:18,S0015,14
R030_T02,08:00:29,08:00:29,S0016,15
R030_T02,08:06:01,08:06:01,S0017,16
R030_T03,08:00:00,08:00:00,S0002,1
R030_T03,08:03:27,08:03:27,S0003,2
R030_T03,08:08:02,08:08:02,S0004,3
R030_T03,08:12:10,08:12:10,S0005,4
R030_T03,08:15:47,08:15:47,S0006,5
R030_T03,08:19:47,08:19:47,S0007,6
R030_T03,08:24:16,08:24:16,S0008,7
R030_T03,08:29:25,08:29:25,S0009,8
R030_T03,08:32:34,08:32:34,S0010,9
R030_T03,08:37:12,08:37:12,S0011,10
R030_T03,08:40:52,08:40:52,S0012,11
R030_T03,08:46:11,08:46:11,S0013,12
R030_T03,08:50:47,08:50:47,S0014,13
R030_T03,08:56:09,08:56:09,S0015,14
R030_T03,08:59:29,08:59:29,S0016,15
R030_T03,09:04:43,09:04:43,S0017,16
R030_T04,09:00:00,09:00:00,S0002,1
R030_T04,09:03:32,09:03:32,S0003,2
R030_T04,09:06:58,09:06:58,S0004,3
R030_T04,09:12:32,09:12:32,S0005,4
R030_T04,09:16:37,09:16:37,S0006,5
R030_T04,09:20:51,09:20:51,S0007,6
R030_T04,09:24:12,09:24:12,S0008,7
R030_T04,09:28:35,09:28:35,S0009,8
R030_T04,09:32:48,09:32:48,S0010,9
R030_T04,09:38:21,09:38:21,S0011,10
R030_T04,09:42:56,09:42:56,S0012,11
R030_T04,09:47:56,09:47:56,S0013,12
R030_T04,09:51:18,09:51:18,S0014,13
R030_T04,09:55:33,09:55:33,S0015,14
R030_T04,10:01:12,10:01:12,S0016,15
R030_T04,10:06:27,10:06:27,S0017,16
R030_T05,10:00:00,10:00:00,S0002,1
R030_T05,10:04:07,10:04:07,S0003,2
R030_T05,10:08:23,10:08:23,S0004,3
R030_T05,10:13:41,10:13:41,S0005,4
R030_T05,10:17:14,10:17:14,S0006,5
R030_T05,10:21:46,10:21:46,S0007,6
R030_T05,10:27:14,10:27:14,S0008,7
R030_T05,10:31:16,10:31:16,S0009,8
R030_T05,10:35:28,10:35:28,S0010,9
R030_T05,10:40:00,10:40:00,S0011,10
R030_T05,10:43:06,10:43:06,S0012,11
R030_T05,10:46:40,10:46:40,S0013,12
R030_T05,10:51:40,10:51:40,S0014,13
R030_T05,10:56:44,10:56:44,S0015,14
R030_T05,11:00:24,11:00:24,S0016,15
R030_T05,11:03:51,11:03:51,S0017,16
R030_T06,11:00:00,11:00:00,S0002,1
R030_T06,11:05:27,11:05:27,S0003,2
R030_T06,11:10:31,11:10:31,S0004,3
R030_T06,11:15:40,11:15:40,S0005,4
R030_T06,11:19:09,11:19:09,S0006,5
R030_T06,11:24:30,11:24:30,S0007,6
R030_T06,11:27:35,11:27:35,S0008,7
R030_T06,11:30:38,11:30:38,S0009,8
R030_T06,11:33:54,11:33:54,S0010,9
R030_T06,11:38:58,11:38:58,S0011,10
R030_T06,11:44:12,11:44:12,S0012,11
R030_T06,11:48:38,11:48:38,S0013,12
R030_T06,11:53:06,11:53:06,S0014,13
R030_T06,11:58:31,11:58:31,S0015,14
R030_T06,12:02:51,12:02:51,S0016,15
R030_T06,12:06:15,12:06:15,S0017,16
R031_T01,06:00:00,06:00:00,S0001,1
R031_T01,06:05:39,06:05:39,S0002,2
R031_T01,06:09:16,06:09:16,S0003,3
R031_T01,06:12:20,06:12:20,S0004,4
R031_T01,06:16:52,06:16:52,S0005,5
R031_T01,06:20:10,06:20:10,S0006,6
R031_T01,06:25:29,06:25:29,S0007,7
R031_T01,06:30:34,06:30:34,S0008,8
R031_T01,06:35:02,06:35:02,S0009,9
R031_T01,06:39:27,06:39:27,S0010,10
R031_T01,06:44:28,06:44:28,S0011,11
R031_T01,06:48:38,06:48:38,S0012,12
R031_T01,06:53:52,06:53:52,S0013,13
R031_T01,06:57:17,06:57:17,S0014,14
R031_T02,07:00:00,07:00:00,S0001,1
R031_T02,07:05:09,07:05:09,S0002,2
R031_T02,07:09:32,07:09:32,S0003,3
R031_T02,07:13:07,07:13:07,S0004,4
R031_T02,07:18:16,07:18:16,S0005,5
R031_T02,07:21:18,07:21:18,S0006,6
R031_T02,07:24:54,07:24:54,S0007,7
R031_T02,07:30:19,07:30:19,S0008,8
R031_T02,07:35:54,07:35:54,S0009,9
R031_T02,07:39:13,07:39:13,S0010,10
R031_T02,07:42:35,07:42:35,S0011,11
R031_T02,07:46:01,07:46:01,S0012,12
R031_T02,07:51:33,07:51:33,S0013,13
R031_T02,07:54:43,07:54:43,S0014,14
R031_T03,08:00:00,08:00:00,S0001,1
R031_T03,08:05:16,08:05:16,S0002,2
R031_T03,08:08:23,08:08:23,S0003,3
R031_T03,08:11:59,08:11:59,S0004,4
R031_T03,08:15:34,08:15:34,S0005,5
R031_T03,08:20:09,08:20:09,S0006,6
R031_T03,08:23:27,08:23:27,S0007,7
R031_T03,08:28:31,08:28:31,S0008,8
R031_T03,08:32:37,08:32:37,S0009,9
R031_T03,08:36:14,08:36:14,S0010,10
R031_T03,08:40:35,08:40:35,S0011,11
R031_T03,08:44:43,08:44:43,S0012,12
R031_T03,08:49:58,08:49:58,S0013,13
R031_T03,08:53:16,08:53:16,S0014,14
R031_T04,09:00:00,09:00:00,S0001,1
R031_T04,09:03:20,09:03:20,S0002,2
R031_T04,09:07:48,09:07:48,S0003,3
R031_T04,09:12:27,09:12:27,S0004,4
R031_T04,09:17:46,09:17:46,S0005,5
R031_T04,09:23:23,09:23:23,S0006,6
R031_T04,09:26:59,09:26:59,S0007,7
R031_T04,09:32:22,09:32:22,S0008,8
R031_T04,09:36:49,09:36:49,S0009,9
R031_T04,09:39:49,09:39:49,S0010,10
R031_T04,09:44:04,09:44:04,S0011,11
R031_T04,09:47:31,09:47:31,S0012,12
R031_T04,09:51:54,09:51:54,S0013,13
R031_T04,09:55:15,09:55:15,S0014,14
R031_T05,10:00:00,10:00:00,S0001,1
R031_T05,10:04:22,10:04:22,S0002,2
R031_T05,10:08:53,10:08:53,S0003,3
R031_T05,10:13:59,10:13:59,S0004,4
R031_T05,10:17:37,10:17:37,S0005,5
R031_T05,10:20:54,10:20:54,S0006,6
R031_T05,10:24:28,10:24:28,S0007,7
R031_T05,10:27:44,10:27:44,S0008,8
R031_T05,10:33:24,10:33:24,S0009,9
R031_T05,10:36:28,10:36:28,S0010,10
R031_T05,10:40:00,10:40:00,S0011,11
R031_T05,10:45:01,10:45:01,S0012,12
R031_T05,10:50:38,10:50:38,S0013,13
R031_T05,10:55:15,10:55:15,S0014,14
R031_T06,11:00:00,11:00:00,S0001,1
R031_T06,11:05:16,11:05:16,S0002,2
R031_T06,11:10:50,11:10:50,S0003,3
R031_T06,11:14:59,11:14:59,S0004,4
R031_T06,11:19:24,11:19:24,S0005,5
R031_T06,11:23:01,11:23:01,S0006,6
R031_T06,11:28:19,11:28:19,S0007,7
R031_T06,11:31:48,11:31:48,S0008,8
R031_T06,11:37:20,11:37:20,S0009,9
R031_T06,11:40:45,11:40:45,S0010,10
R031_T06,11:45:17,11:45:17,S0011,11
R031_T06,11:48:32,11:48:32,S0012,12
R031_T06,11:53:42,11:53:42,S0013,13
R031_T06,11:58:50,11:58:50,S0014,14
R032_T01,06:00:00,06:00:00,S0073,1
R032_T01,06:05:09,06:05:09,S0074,2
R032_T01,06:10:39,06:10:39,S0075,3
R032_T01,06:14:41,06:14:41,S0076,4
R032_T01,06:18:12,06:18:12,S0077,5
R032_T01,06:21:16,06:21:16,S0078,6
R032_T01,06:25:39,06:25:39,S0079,7
R032_T01,06:28:41,06:28:41,S0080,8
R032_T01,06:33:54,06:33:54,S0081,9
R032_T01,06:39:17,06:39:17,S0082,10
R032_T01,06:43:47,06:43:47,S0083,11
R032_T02,07:00:00,07:00:00,S0073,1
R032_T02,07:03:20,07:03:20,S0074,2
R032_T02,07:06:53,07:06:53,S0075,3
R032_T02,07:12:10,07:12:10,S0076,4
R032_T02,07:17:26,07:17:26,S0077,5
R032_T02,07:23:00,07:23:00,S0078,6
R032_T02,07:28:11,07:28:11,S0079,7
R032_T02,07:32:35,07:32:35,S0080,8
R032_T02,07:37:12,07:37:12,S0081,9
R032_T02,07:42:16,07:42:16,S0082,10
R032_T02,07:47:32,07:47:32,S0083,11
R032_T03,08:00:00,08:00:00,S0073,1
R032_T03,08:05:25,08:05:25,S0074,2
R032_T03,08:09:47,08:09:47,S0075,3
R032_T03,08:14:17,08:14:17,S0076,4
R032_T03,08:19:17,08:19:17,S0077,5
R032_T03,08:24:25,08:24:25,S0078,6
R032_T03,08:28:35,08:28:35,S0079,7
R032_T03,08:31:39,08:31:39,S0080,8
R032_T03,08:36:56,08:36:56,S0081,9
R032_T03,08:40:05,08:40:05,S0082,10
R032_T03,08:43:15,08:43:15,S0083,11
R032_T04,09:00:00,09:00:00,S0073,1
R032_T04,09:05:07,09:05:07,S0074,2
R032_T04,09:10:21,09:10:21,S0075,3
R032_T04,09:14:42,09:14:42,S0076,4
R032_T04,09:19:49,09:19:49,S0077,5
R032_T04,09:24:19,09:24:19,S0078,6
R032_T04,09:28:32,09:28:32,S0079,7
R032_T04,09:33:42,09:33:42,S0080,8
R032_T04,09:39:08,09:39:08,S0081,9
R032_T04,09:42:23,09:42:23,S0082,10
R032_T04,09:45:31,09:45:31,S0083,11
R032_T05,10:00:00,10:00:00,S0073,1
R032_T05,10:03:08,10:03:08,S0074,2
R032_T05,10:08:40,10:08:40,S0075,3
R032_T05,10:12:16,10:12:16,S0076,4
R032_T05,10:15:19,10:15:19,S0077,5
R032_T05,10:18:35,10:18:35,S0078,6
R032_T05,10:22:08,10:22:08,S0079,7
R032_T05,10:26:46,10:26:46,S0080,8
R032_T05,10:32:26,10:32:26,S0081,9
R032_T05,10:35:44,10:35:44,S0082,10
R032_T05,10:38:57,10:38:57,S0083,11
R032_T06,11:00:00,11:00:00,S0073,1
R032_T06,11:04:30,11:04:30,S0074,2
R032_T06,11:07:44,11:07:44,S0075,3
R032_T06,11:12:22,11:12:22,S0076,4
R032_T06,11:15:59,11:15:59,S0077,5
R032_T06,11:19:38,11:19:38,S0078,6
R032_T06,11:25:10,11:25:10,S0079,7
R032_T06,11:29:20,11:29:20,S0080,8
R032_T06,11:34:41,11:34:41,S0081,9
R032_T06,11:39:19,11:39:19,S0082,10
R032_T06,11:44:23,11:44:23,S0083,11
R033_T01,06:00:00,06:00:00,S0017,1
R033_T01,06:03:01,06:03:01,S0018,2
R033_T01,06:06:34,06:06:34,S0019,3
R033_T01,06:12:00,06:12:00,S0020,4
R033_T01,06:15:38,06:15:38,S0021,5
R033_T01,06:18:49,06:18:49,S0022,6
R033_T01,06:23:28,06:23:28,S0023,7
R033_T01,06:28:30,06:28:30,S0024,8
R033_T01,06:34:02,06:34:02,S0025,9
R033_T01,06:37:07,06:37:07,S0026,10
R033_T01,06:41:15,06:41:15,S0027,11
R033_T01,06:46:49,06:46:49,S0028,12
R033_T01,06:50:16,06:50:16,S0029,13
R033_T02,07:00:00,07:00:00,S0017,1
R033_T02,07:04:02,07:04:02,S0018,2
R033_T02,07:09:35,07:09:35,S0019,3
R033_T02,07:13:49,07:13:49,S0020,4
R033_T02,07:18:13,07:18:13,S0021,5
R033_T02,07:22:50,07:22:50,S0022,6
R033_T02,07:28:26,07:28:26,S0023,7
R033_T02,07:31:53,07:31:53,S0024,8
R033_T02,07:35:09,07:35:09,S0025,9
R033_T02,07:39:23,07:39:23,S0026,10
R033_T02,07:42:41,07:42:41,S0027,11
R033_T02,07:48:15,07:48:15,S0028,12
R033_T02,07:52:31,07:52:31,S0029,13
R033_T03,08:00:00,08:00:00,S0017,1
R033_T03,08:05:00,08:05:00,S0018,2
R033_T03,08:10:33,08:10:33,S0019,3
R033_T03,08:14:06,08:14:06,S0020,4
R033_T03,08:17:30,08:17:30,S0021,5
R033_T03,08:22:43,08:22:43,S0022,6
R033_T03,08:28:03,08:28:03,S0023,7
R033_T03,08:32:26,08:32:26,S0024,8
R033_T03,08:35:35,08:35:35,S0025,9
R033_T03,08:40:12,08:40:12,S0026,10
R033_T03,08:44:28,08:44:28,S0027,11
R033_T03,08:49:55,08:49:55,S0028,12
R033_T03,08:55:18,08:55:18,S0029,13
R033_T04,09:00:00,09:00:00,S0017,1
R033_T04,09:05:25,09:05:25,S0018,2
R033_T04,09:08:51,09:08:51,S0019,3
R033_T04,09:14:26,09:14:26,S0020,4
R033_T04,09:18:37,09:18:37,S0021,5
R033_T04,09:23:12,09:23:12,S0022,6
R033_T04,09:28:42,09:28:42,S0023,7
R033_T04,09:33:01,09:33:01,S0024,8
R033_T04,09:38:23,09:38:23,S0025,9
R033_T04,09:43:48,09:43:48,S0026,10
R033_T04,09:48:56,09:48:56,S0027,11
R033_T04,09:54:03,09:54:03,S0028,12
R033_T04,09:59:17,09:59:17,S0029,13
R033_T05,10:00:00,10:00:00,S0017,1
R033_T05,10:03:13,10:03:13,S0018,2
R033_T05,10:08:38,10:08:38,S0019,3
R033_T05,10:13:13,10:13:13,S0020,4
R033_T05,10:18:16,10:18:16,S0021,5
R033_T05,10:21:40,10:21:40,S0022,6
R033_T05,10:26:40,10:26:40,S0023,7
R033_T05,10:29:49,10:29:49,S0024,8
R033_T05,10:34:27,10:34:27,S0025,9
R033_T05,10:38:32,10:38:32,S0026,10
R033_T05,10:41:48,10:41:48,S0027,11
R033_T05,10:45:11,10:45:11,S0028,12
R033_T05,10:48:49,10:48:49,S0029,13
R033_T06,11:00:00,11:00:00,S0017,1
R033_T06,11:04:39,11:04:39,S0018,2
R033_T06,11:10:12,11:10:12,S0019,3
R033_T06,11:14:50,11:14:50,S0020,4
R033_T06,11:18:01,11:18:01,S0021,5
R033_T06,11:23:32,11:23:32,S0022,6
R033_T06,11:27:32,11:27:32,S0023,7
R033_T06,11:31:05,11:31:05,S0024,8
R033_T06,11:35:17,11:35:17,S0025,9
R033_T06,11:38:55,11:38:55,S0026,10
R033_T06,11:44:28,11:44:28,S0027,11
R033_T06,11:49:42,11:49:42,S0028,12
R033_T06,11:54:52,11:54:52,S0029,13
R034_T01,06:00:00,06:00:00,S0031,1
R034_T01,06:05:00,06:05:00,S0032,2
R034_T01,06:08:05,06:08:05,S0033,3
R034_T01,06:12:30,06:12:30,S0034,4
R034_T01,06:16:55,06:16:55,S0035,5
R034_T01,06:21:32,06:21:32,S0036,6
R034_T01,06:25:05,06:25:05,S0037,7
R034_T01,06:28:09,06:28:09,S0038,8
R034_T01,06:31:44,06:31:44,S0039,9
R034_T01,06:36:19,06:36:19,S0040,10
R034_T01,06:41:41,06:41:41,S0041,11
R034_T01,06:45:58,06:45:58,S0042,12
R034_T02,07:00:00,07:00:00,S0031,1
R034_T02,07:03:29,07:03:29,S0032,2
R034_T02,07:08:05,07:08:05,S0033,3
R034_T02,07:11:21,07:11:21,S0034,4
R034_T02,07:14:47,07:14:47,S0035,5
R034_T02,07:19:53,07:19:53,S0036,6
R034_T02,07:24:57,07:24:57,S0037,7
R034_T02,07:30:15,07:30:15,S0038,8
R034_T02,07:34:22,07:34:22,S0039,9
R034_T02,07:39:38,07:39:38,S0040,10
R034_T02,07:45:14,07:45:14,S0041,11
R034_T02,07:49:42,07:49:42,S0042,12
R034_T03,08:00:00,08:00:00,S0031,1
R034_T03,08:04:15,08:04:15,S0032,2
R034_T03,08:08:44,08:08:44,S0033,3
R034_T03,08:14:13,08:14:13,S0034,4
R034_T03,08:19:14,08:19:14,S0035,5
R034_T03,08:23:21,08:23:21,S0036,6
R034_T03,08:27:25,08:27:25,S0037,7
R034_T03,08:32:05,08:32:05,S0038,8
R034_T03,08:35:19,08:35:19,S0039,9
R034_T03,08:39:45,08:39:45,S0040,10
R034_T03,08:44:18,08:44:18,S0041,11
R034_T03,08:49:18,08:49:18,S0042,12
R034_T04,09:00:00,09:00:00,S0031,1
R034_T04,09:03:18,09:03:18,S0032,2
R034_T04,09:06:43,09:06:43,S0033,3
R034_T04,09:12:04,09:12:04,S0034,4
R034_T04,09:15:39,09:15:39,S0035,5
R034_T04,09:19:09,09:19:09,S0036,6
R034_T04,09:23:31,09:23:31,S0037,7
R034_T04,09:27:07,09:27:07,S0038,8
R034_T04,09:31:18,09:31:18,S0039,9
R034_T04,09:36:30,09:36:30,S0040,10
R034_T04,09:40:42,09:40:42,S0041,11
R034_T04,09:43:57,09:43:57,S0042,12
R034_T05,10:00:00,10:00:00,S0031,1
R034_T05,10:03:12,10:03:12,S0032,2
R034_T05,10:06:51,10:06:51,S0033,3
R034_T05,10:11:00,10:11:00,S0034,4
R034_T05,10:14:07,10:14:07,S0035,5
R034_T05,10:17:38,10:17:38,S0036,6
R034_T05,10:22:38,10:22:38,S0037,7
R034_T05,10:27:40,10:27:40,S0038,8
R034_T05,10:32:03,10:32:03,S0039,9
R034_T05,10:37:23,10:37:23,S0040,10
R034_T05,10:41:59,10:41:59,S0041,11
R034_T05,10:46:30,10:46:30,S0042,12
R034_T06,11:00:00,11:00:00,S0031,1
R034_T06,11:04:25,11:04:25,S0032,2
R034_T06,11:08:01,11:08:01,S0033,3
R034_T06,11:11:04,11:11:04,S0034,4
R034_T06,11:16:31,11:16:31,S0035,5
R034_T06,11:21:05,11:21:05,S0036,6
R034_T06,11:24:37,11:24:37,S0037,7
R034_T06,11:29:02,11:29:02,S0038,8
R034_T06,11:34:13,11:34:13,S0039,9
R034_T06,11:38:20,11:38:20,S0040,10
R034_T06,11:43:53,11:43:53,S0041,11
R034_T06,11:48:13,11:48:13,S0042,12
R035_T01,06:00:00,06:00:00,S0087,1
R035_T01,06:03:24,06:03:24,S0088,2
R035_T01,06:08:30,06:08:30,S0089,3
R035_T01,06:12:53,06:12:53,S0090,4
R035_T01,06:18:09,06:18:09,S0091,5
R035_T01,06:21:44,06:21:44,S0092,6
R035_T01,06:25:59,06:25:59,S0093,7
R035_T01,06:30:29,06:30:29,S0094,8
R035_T01,06:35:50,06:35:50,S0095,9
R035_T01,06:40:01,06:40:01,S0096,10
R035_T02,07:00:00,07:00:00,S0087,1
R035_T02,07:03:26,07:03:26,S0088,2
R035_T02,07:08:49,07:08:49,S0089,3
R035_T02,07:13:14,07:13:14,S0090,4
R035_T02,07:17:42,07:17:42,S0091,5
R035_T02,07:21:18,07:21:18,S0092,6
R035_T02,07:24:54,07:24:54,S0093,7
R035_T02,07:30:08,07:30:08,S0094,8
R035_T02,07:33:25,07:33:25,S0095,9
R035_T02,07:37:00,07:37:00,S0096,10
R035_T03,08:00:00,08:00:00,S0087,1
R035_T03,08:03:09,08:03:09,S0088,2
R035_T03,08:08:18,08:08:18,S0089,3
R035_T03,08:12:18,08:12:18,S0090,4
R035_T03,08:15:44,08:15:44,S0091,5
R035_T03,08:19:52,08:19:52,S0092,6
R035_T03,08:25:25,08:25:25,S0093,7
R035_T03,08:30:45,08:30:45,S0094,8
R035_T03,08:35:04,08:35:04,S0095,9
R035_T03,08:39:39,08:39:39,S0096,10
R035_T04,09:00:00,09:00:00,S0087,1
R035_T04,09:04:06,09:04:06,S0088,2
R035_T04,09:09:16,09:09:16,S0089,3
R035_T04,09:12:29,09:12:29,S0090,4
R035_T04,09:16:59,09:16:59,S0091,5
R035_T04,09:22:05,09:22:05,S0092,6
R035_T04,09:26:26,09:26:26,S0093,7
R035_T04,09:30:49,09:30:49,S0094,8
R035_T04,09:35:24,09:35:24,S0095,9
R035_T04,09:40:40,09:40:40,S0096,10
R035_T05,10:00:00,10:00:00,S0087,1
R035_T05,10:04:07,10:04:07,S0088,2
R035_T05,10:08:45,10:08:45,S0089,3
R035_T05,10:12:21,10:12:21,S0090,4
R035_T05,10:17:55,10:17:55,S0091,5
R035_T05,10:21:13,10:21:13,S0092,6
R035_T05,10:25:33,10:25:33,S0093,7
R035_T05,10:31:05,10:31:05,S0094,8
R035_T05,10:35:33,10:35:33,S0095,9
R035_T05,10:38:57,10:38:57,S0096,10
R035_T06,11:00:00,11:00:00,S0087,1
R035_T06,11:04:40,11:04:40,S0088,2
R035_T06,11:07:50,11:07:50,S0089,3
R035_T06,11:13:11,11:13:11,S0090,4
R035_T06,11:17:51,11:17:51,S0091,5
R035_T06,11:23:27,11:23:27,S0092,6
R035_T06,11:27:31,11:27:31,S0093,7
R035_T06,11:30:41,11:30:41,S0094,8
R035_T06,11:34:55,11:34:55,S0095,9
R035_T06,11:39:15,11:39:15,S0096,10
R036_T01,06:00:00,06:00:00,S0035,1
R036_T01,06:05:25,06:05:25,S0036,2
R036_T01,06:09:53,06:09:53,S0037,3
R036_T01,06:14:30,06:14:30,S0038,4
R036_T01,06:19:58,06:19:58,S0039,5
R036_T01,06:24:08,06:24:08,S0040,6
R036_T01,06:27:09,06:27:09,S0041,7
R036_T01,06:30:24,06:30:24,S0042,8
R036_T01,06:35:40,06:35:40,S0043,9
R036_T01,06:40:45,06:40:45,S0044,10
R036_T01,06:43:55,06:43:55,S0045,11
R036_T01,06:48:01,06:48:01,S0046,12
R036_T01,06:51:05,06:51:05,S0047,13
R036_T01,06:55:40,06:55:40,S0048,14
R036_T01,06:58:41,06:58:41,S0049,15
R036_T02,07:00:00,07:00:00,S0035,1
R036_T02,07:03:06,07:03:06,S0036,2
R036_T02,07:07:45,07:07:45,S0037,3
R036_T02,07:10:50,07:10:50,S0038,4
R036_T02,07:16:14,07:16:14,S0039,5
R036_T02,07:20:28,07:20:28,S0040,6
R036_T02,07:23:46,07:23:46,S0041,7
R036_T02,07:28:26,07:28:26,S0042,8
R036_T02,07:31:34,07:31:34,S0043,9
R036_T02,07:36:44,07:36:44,S0044,10
R036_T02,07:39:46,07:39:46,S0045,11
R036_T02,07:45:08,07:45:08,S0046,12
R036_T02,07:49:38,07:49:38,S0047,13
R036_T02,07:54:12,07:54:12,S0048,14
R036_T02,07:58:47,07:58:47,S0049,15
R036_T03,08:00:00,08:00:00,S0035,1
R036_T03,08:05:34,08:05:34,S0036,2
R036_T03,08:09:11,08:09:11,S0037,3
R036_T03,08:14:40,08:14:40,S0038,4
R036_T03,08:20:20,08:20:20,S0039,5
R036_T03,08:25:47,08:25:47,S0040,6
R036_T03,08:31:27,08:31:27,S0041,7
R036_T03,08:37:01,08:37:01,S0042,8
R036_T03,08:41:23,08:41:23,S0043,9
R036_T03,08:45:57,08:45:57,S0044,10
R036_T03,08:49:02,08:49:02,S0045,11
R036_T03,08:53:21,08:53:21,S0046,12
R036_T03,08:57:47,08:57:47,S0047,13
R036_T03,09:01:56,09:01:56,S0048,14
R036_T03,09:05:56,09:05:56,S0049,15
R036_T04,09:00:00,09:00:00,S0035,1
R036_T04,09:03:22,09:03:22,S0036,2
R036_T04,09:07:52,09:07:52,S0037,3
R036_T04,09:12:52,09:12:52,S0038,4
R036_T04,09:18:23,09:18:23,S0039,5
R036_T04,09:22:42,09:22:42,S0040,6
R036_T04,09:26:09,09:26:09,S0041,7
R036_T04,09:30:47,09:30:47,S0042,8
R036_T04,09:33:47,09:33:47,S0043,9
R036_T04,09:39:10,09:39:10,S0044,10
R036_T04,09:42:36,09:42:36,S0045,11
R036_T04,09:48:03,09:48:03,S0046,12
R036_T04,09:52:18,09:52:18,S0047,13
R036_T04,09:55:42,09:55:42,S0048,14
R036_T04,09:59:56,09:59:56,S0049,15
R036_T05,10:00:00,10:00:00,S0035,1
R036_T05,10:04:40,10:04:40,S0036,2
R036_T05,10:08:13,10:08:13,S0037,3
R036_T05,10:13:30,10:13:30,S0038,4
R036_T05,10:18:04,10:18:04,S0039,5
R036_T05,10:22:30,10:22:30,S0040,6
R036_T05,10:25:34,10:25:34,S0041,7
R036_T05,10:28:42,10:28:42,S0042,8
R036_T05,10:32:49,10:32:49,S0043,9
R036_T05,10:38:18,10:38:18,S0044,10
R036_T05,10:43:46,10:43:46,S0045,11
R036_T05,10:48:25,10:48:25,S0046,12
R036_T05,10:52:37,10:52:37,S0047,13
R036_T05,10:56:38,10:56:38,S0048,14
R036_T05,10:59:41,10:59:41,S0049,15
R036_T06,11:00:00,11:00:00,S0035,1
R036_T06,11:03:06,11:03:06,S0036,2
R036_T06,11:07:23,11:07:23,S0037,3
R036_T06,11:10:51,11:10:51,S0038,4
R036_T06,11:15:51,11:15:51,S0039,5
R036_T06,11:18:56,11:18:56,S0040,6
R036_T06,11:21:56,11:21:56,S0041,7
R036_T06,11:26:09,11:26:09,S0042,8
R036_T06,11:30:35,11:30:35,S0043,9
R036_T06,11:35:06,11:35:06,S0044,10
R036_T06,11:39:35,11:39:35,S0045,11
R036_T06,11:44:37,11:44:37,S0046,12
R036_T06,11:48:42,11:48:42,S0047,13
R036_T06,11:51:45,11:51:45,S0048,14
R036_T06,11:56:10,11:56:10,S0049,15
R037_T01,06:00:00,06:00:00,S0024,1
R037_T01,06:03:16,06:03:16,S0025,2
R037_T01,06:07:16,06:07:16,S0026,3
R037_T01,06:10:31,06:10:31,S0027,4
R037_T01,06:14:59,06:14:59,S0028,5
R037_T01,06:18:01,06:18:01,S0029,6
R037_T01,06:21:30,06:21:30,S0030,7
R037_T01,06:26:36,06:26:36,S0031,8
R037_T01,06:31:49,06:31:49,S0032,9
R037_T01,06:36:13,06:36:13,S0033,10
R037_T01,06:41:32,06:41:32,S0034,11
R037_T01,06:45:42,06:45:42,S0035,12
R037_T01,06:50:44,06:50:44,S0036,13
R037_T02,07:00:00,07:00:00,S0024,1
R037_T02,07:05:07,07:05:07,S0025,2
R037_T02,07:09:37,07:09:37,S0026,3
R037_T02,07:14:56,07:14:56,S0027,4
R037_T02,07:18:19,07:18:19,S0028,5
R037_T02,07:21:32,07:21:32,S0029,6
R037_T02,07:24:47,07:24:47,S0030,7
R037_T02,07:30:14,07:30:14,S0031,8
R037_T02,07:34:14,07:34:14,S0032,9
R037_T02,07:37:31,07:37:31,S0033,10
R037_T02,07:42:38,07:42:38,S0034,11
R037_T02,07:46:53,07:46:53,S0035,12
R037_T02,07:49:55,07:49:55,S0036,13
R037_T03,08:00:00,08:00:00,S0024,1
R037_T03,08:05:38,08:05:38,S0025,2
R037_T03,08:09:01,08:09:01,S0026,3
R037_T03,08:12:16,08:12:16,S0027,4
R037_T03,08:15:47,08:15:47,S0028,5
R037_T03,08:19:26,08:19:26,S0029,6
R037_T03,08:24:06,08:24:06,S0030,7
R037_T03,08:27:09,08:27:09,S0031,8
R037_T03,08:31:18,08:31:18,S0032,9
R037_T03,08:36:52,08:36:52,S0033,10
R037_T03,08:40:00,08:40:00,S0034,11
R037_T03,08:44:14,08:44:14,S0035,12
R037_T03,08:48:49,08:48:49,S0036,13
R037_T04,09:00:00,09:00:00,S0024,1
R037_T04,09:04:12,09:04:12,S0025,2
R037_T04,09:07:36,09:07:36,S0026,3
R037_T04,09:11:44,09:11:44,S0027,4
R037_T04,09:15:46,09:15:46,S0028,5
R037_T04,09:20:14,09:20:14,S0029,6
R037_T04,09:25:32,09:25:32,S0030,7
R037_T04,09:31:03,09:31:03,S0031,8
R037_T04,09:34:39,09:34:39,S0032,9
R037_T04,09:38:13,09:38:13,S0033,10
R037_T04,09:42:33,09:42:33,S0034,11
R037_T04,09:48:02,09:48:02,S0035,12
R037_T04,09:52:40,09:52:40,S0036,13
R037_T05,10:00:00,10:00:00,S0024,1
R037_T05,10:03:33,10:03:33,S0025,2
R037_T05,10:07:01,10:07:01,S0026,3
R037_T05,10:11:17,10:11:17,S0027,4
R037_T05,10:16:40,10:16:40,S0028,5
R037_T05,10:20:40,10:20:40,S0029,6
R037_T05,10:26:12,10:26:12,S0030,7
